country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-01,-79,-74,17,-71,-88,23
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-02,-53,-19,34,-54,-27,10
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-03,-43,-21,20,-53,-21,8
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-04,-38,-14,3,-53,-41,15
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-05,-39,-12,3,-53,-41,15
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-06,-46,-20,-9,-54,-42,16
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-07,-44,-16,-5,-55,-43,16
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-08,-46,-18,-4,-57,-42,17
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-09,-51,-17,63,-51,-22,9
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-10,-44,-23,6,-56,-22,8
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-11,-42,-20,-16,-56,-43,15
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-12,-40,-14,27,-51,-42,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-13,-44,-19,-13,-55,-42,15
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-14,-42,-16,16,-53,-42,15
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-15,-46,-18,8,-56,-43,15
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-16,-51,-18,62,-52,-23,8
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-17,-41,-21,45,-53,-21,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-18,-42,-21,-4,-54,-43,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-19,-42,-17,-3,-54,-42,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-20,-44,-20,-22,-55,-42,15
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-21,-42,-16,14,-53,-42,15
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-22,-45,-17,0,-55,-42,15
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-23,-50,-16,49,-50,-21,8
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-24,-39,-20,49,-50,-19,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-25,-40,-19,20,-52,-42,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-26,-39,-15,44,-50,-41,13
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-27,-43,-18,-1,-54,-40,15
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-28,-40,-14,33,-51,-40,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-29,-39,-9,11,-52,-40,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-30,-46,-11,67,-48,-18,7
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-01-31,-36,-15,61,-47,-16,5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-01,-37,-14,32,-50,-41,13
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-02,-37,-10,43,-50,-40,13
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-03,-42,-15,3,-52,-40,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-04,-40,-11,20,-51,-40,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-05,-41,-10,11,-53,-40,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-06,-47,-11,53,-48,-18,8
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-07,-39,-17,1,-52,-19,7
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-08,-40,-16,-6,-52,-40,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-09,-38,-11,8,-50,-38,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-10,-38,-11,21,-49,-37,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-11,-38,-8,24,-49,-37,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-12,-38,-8,48,-49,-37,13
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-13,-43,-7,115,-43,-16,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-14,-27,-8,120,-42,-11,5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-15,-36,-12,40,-51,-45,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-16,-37,-10,54,-48,-45,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-17,-38,-9,19,-49,-44,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-18,-37,-7,31,-50,-45,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-19,-39,-8,65,-50,-45,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-20,-46,-10,69,-45,-14,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-21,-31,-10,107,-40,-10,4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-22,-34,-9,74,-47,-37,12
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-23,-35,-8,51,-47,-36,12
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-24,-37,-9,56,-47,-35,13
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-25,-35,-5,71,-46,-35,12
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-26,-33,-1,55,-46,-35,12
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-27,-40,-1,107,-39,-7,5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-02-28,-27,-7,75,-41,-5,4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-01,-12,-4,51,-42,-34,10
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-02,-17,-2,52,-42,-33,11
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-03,-20,-4,38,-43,-33,11
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-04,-19,-2,53,-43,-33,11
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-05,-22,-2,76,-42,-33,11
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-06,-28,-3,42,-42,-6,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-07,-22,-9,42,-42,-4,5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-08,-18,-5,68,-42,-34,10
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-09,-19,-3,86,-40,-33,10
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-10,-23,-6,29,-44,-32,11
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-11,-29,-10,-9,-48,-34,13
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-12,-26,-4,24,-46,-32,12
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-13,-32,-5,9,-47,-6,7
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-14,-19,-8,50,-40,-3,4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-15,-20,-8,29,-42,-33,10
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-16,-17,-3,98,-37,-31,9
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-17,-20,-4,67,-38,-30,10
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-18,-19,-3,73,-40,-30,10
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-19,-22,-3,69,-41,-30,10
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-20,-29,-3,37,-43,-4,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-21,-15,-6,97,-34,0,3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-22,-18,-6,61,-41,-32,10
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-23,-19,-4,65,-38,-31,10
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-24,-21,-4,62,-39,-30,10
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-25,-18,-1,101,-37,-29,9
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-26,-21,-2,90,-39,-29,9
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-27,-27,-1,51,-40,-2,5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-28,-21,-12,27,-44,-2,5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-29,-5,1,89,-44,-46,11
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-30,5,11,248,-32,-45,8
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-03-31,18,33,224,-28,-47,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-04-01,-47,-23,199,-51,-79,16
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2021-04-02,-54,-32,224,-55,-79,18
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-01-01,-81,-78,-13,-73,-88,25
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-01-02,-59,-26,15,-61,-29,11
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-01-03,-49,-27,13,-58,-24,9
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-01-04,-43,-22,1,-59,-49,17
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-01-05,-45,-19,-7,-58,-49,18
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-01-06,-52,-27,-9,-59,-51,20
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-01-07,-49,-21,-19,-60,-51,19
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-01-08,-52,-22,-18,-61,-50,20
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-01-09,-55,-22,55,-56,-25,10
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-01-10,-54,-30,-18,-62,-27,9
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-01-11,-48,-26,-27,-61,-51,18
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-01-12,-45,-18,15,-57,-50,17
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-01-13,-49,-24,-26,-60,-50,19
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-01-14,-46,-20,7,-58,-50,17
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-01-15,-50,-22,-3,-60,-50,18
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-01-16,-57,-24,29,-59,-26,9
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-01-17,-49,-27,23,-60,-24,7
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-01-18,-47,-27,-15,-61,-51,17
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-01-19,-48,-23,-19,-60,-50,18
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-01-20,-50,-25,-30,-59,-49,19
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-01-21,-46,-19,13,-57,-49,17
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-01-22,-50,-22,-10,-60,-49,18
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-01-23,-55,-21,24,-56,-24,9
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-01-24,-47,-26,28,-58,-23,7
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-01-25,-45,-26,-3,-59,-50,17
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-01-26,-44,-19,19,-56,-49,16
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-01-27,-48,-22,-9,-59,-48,18
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-01-28,-46,-19,6,-58,-48,17
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-01-29,-47,-16,-7,-58,-47,17
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-01-30,-53,-17,26,-56,-22,8
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-01-31,-45,-21,37,-55,-19,6
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-02-01,-42,-21,20,-57,-49,16
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-02-02,-43,-15,36,-55,-48,16
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-02-03,-46,-19,-9,-58,-47,17
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-02-04,-45,-16,10,-56,-47,17
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-02-05,-47,-16,1,-57,-47,17
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-02-06,-52,-17,39,-53,-21,8
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-02-07,-49,-23,-13,-59,-21,7
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-02-08,-46,-23,-19,-59,-48,17
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-02-09,-44,-16,-1,-55,-46,17
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-02-10,-44,-16,12,-54,-44,17
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-02-11,-43,-13,13,-55,-44,16
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-02-12,-44,-13,37,-55,-43,16
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-02-13,-50,-15,93,-50,-18,7
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-02-14,-37,-16,103,-49,-13,5
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-02-15,-42,-20,32,-57,-52,16
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-02-16,-44,-19,56,-52,-52,16
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-02-17,-44,-17,-4,-54,-50,17
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-02-18,-44,-16,-2,-57,-51,17
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-02-19,-45,-14,30,-56,-50,17
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-02-20,-52,-17,36,-53,-17,7
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-02-21,-40,-15,81,-50,-12,4
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-02-22,-39,-15,59,-55,-44,15
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-02-23,-41,-13,39,-53,-43,15
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-02-24,-40,-13,56,-52,-42,15
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-02-25,-39,-10,68,-52,-42,15
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-02-26,-41,-8,42,-53,-41,15
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-02-27,-46,-8,92,-47,-9,6
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-02-28,-39,-13,44,-51,-8,5
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-03-01,-24,-11,39,-52,-42,13
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-03-02,-29,-9,26,-50,-42,14
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-03-03,-29,-10,33,-51,-41,14
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-03-04,-30,-8,39,-52,-42,14
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-03-05,-33,-8,55,-50,-40,14
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-03-06,-40,-10,20,-50,-11,7
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-03-07,-34,-15,23,-52,-10,5
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-03-08,-28,-13,57,-52,-43,13
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-03-09,-29,-8,68,-49,-41,13
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-03-10,-32,-10,31,-51,-40,14
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-03-11,-40,-17,-26,-56,-42,16
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-03-12,-37,-9,8,-53,-40,15
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-03-13,-44,-13,-7,-54,-10,8
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-03-14,-32,-14,38,-50,-8,5
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-03-15,-31,-16,12,-53,-42,14
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-03-16,-27,-8,86,-46,-40,12
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-03-17,-30,-9,56,-46,-39,13
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-03-18,-29,-8,52,-50,-39,13
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-03-19,-32,-8,52,-49,-38,13
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-03-20,-42,-12,0,-52,-8,7
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-03-21,-27,-12,72,-45,-5,4
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-03-22,-27,-12,55,-51,-40,13
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-03-23,-29,-9,45,-48,-39,13
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-03-24,-29,-8,49,-47,-38,13
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-03-25,-26,-6,91,-47,-38,12
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-03-26,-31,-7,69,-47,-37,12
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-03-27,-41,-11,-1,-51,-6,6
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-03-28,-36,-20,1,-54,-5,5
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-03-29,-20,-11,44,-54,-53,14
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-03-30,-10,0,201,-42,-52,10
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-03-31,-1,17,167,-40,-54,8
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-04-01,-59,-41,61,-61,-80,18
DK,Denmark,Capital Region of Denmark,,,DK-84,,ChIJb8pj4aWGU0YRUFSorMmvAAM,2021-04-02,-62,-44,110,-63,-80,19
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-01-01,,-81,,-73,-84,24
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-01-02,,,,-54,-23,
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-01-03,,,,-50,-22,
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-01-04,,,,-50,-42,14
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-01-05,,,,-48,-40,14
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-01-06,,-23,,-50,-43,16
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-01-07,,-16,,-49,-43,16
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-01-08,,-18,,-50,-42,17
DK,Denmark,Capital Region of Denmark,Albertslund Municipality,,,,ChIJ6dCdMa5QUkYRpqn2xh7ekGc,2021-01-09,,,,-53,-18,
